left_eye_img,x_coord
187-0.jpg,1670
802-0.jpg,926
551-0.jpg,17
13-0.jpg,726
693-0.jpg,148
791-0.jpg,1219
340-0.jpg,775
305-0.jpg,0
264-0.jpg,620
79-0.jpg,0
218-0.jpg,1675
535-0.jpg,12
570-0.jpg,247
647-0.jpg,419
634-0.jpg,734
124-0.jpg,845
161-0.jpg,1550
922-0.jpg,1487
33-0.jpg,0
609-0.jpg,1192
597-0.jpg,842
638-0.jpg,698
260-0.jpg,680
78-0.jpg,0
508-0.jpg,215
214-0.jpg,1671
904-0.jpg,919
27-0.jpg,32
863-0.jpg,31
413-0.jpg,1494
887-0.jpg,541
415-0.jpg,1464
755-0.jpg,1341
751-0.jpg,1230
213-0.jpg,1671
201-0.jpg,1670
695-0.jpg,115
244-0.jpg,1064
668-0.jpg,327
52-0.jpg,0
806-0.jpg,899
203-0.jpg,1670
906-0.jpg,925
594-0.jpg,834
730-0.jpg,786
489-0.jpg,520
620-0.jpg,1212
416-0.jpg,1443
516-0.jpg,132
494-0.jpg,408
436-0.jpg,1394
9-0.jpg,825
137-0.jpg,1105
449-0.jpg,1273
34-0.jpg,0
364-0.jpg,1283
140-0.jpg,1165
399-0.jpg,1470
826-0.jpg,619
131-0.jpg,1001
610-0.jpg,1192
655-0.jpg,222
284-0.jpg,302
196-0.jpg,1668
893-0.jpg,651
522-0.jpg,22
896-0.jpg,760
178-0.jpg,1662
511-0.jpg,147
185-0.jpg,1670
554-0.jpg,13
334-0.jpg,682
250-0.jpg,911
279-0.jpg,384
92-0.jpg,169
824-0.jpg,619
199-0.jpg,1668
711-0.jpg,470
848-0.jpg,163
921-0.jpg,1481
307-0.jpg,16
93-0.jpg,169
765-0.jpg,1387
513-0.jpg,139
556-0.jpg,13
445-0.jpg,1405
812-0.jpg,845
612-0.jpg,1225
286-0.jpg,287
550-0.jpg,17
28-0.jpg,20
94-0.jpg,169
44-0.jpg,0
102-0.jpg,337
596-0.jpg,834
15-0.jpg,541
50-0.jpg,0
929-0.jpg,1635
526-0.jpg,18
682-0.jpg,415
697-0.jpg,146
246-0.jpg,975
444-0.jpg,1448
29-0.jpg,7
206-0.jpg,1667
248-0.jpg,912
411-0.jpg,1520
476-0.jpg,782
433-0.jpg,1385
777-0.jpg,1409
254-0.jpg,803
342-0.jpg,820
227-0.jpg,1511
74-0.jpg,0
611-0.jpg,1192
903-0.jpg,915
163-0.jpg,1567
258-0.jpg,748
920-0.jpg,1438
398-0.jpg,1455
475-0.jpg,814
19-0.jpg,331
186-0.jpg,1670
753-0.jpg,1262
799-0.jpg,1008
382-0.jpg,1413
716-0.jpg,599
878-0.jpg,358
409-0.jpg,1533
776-0.jpg,1409
452-0.jpg,1254
417-0.jpg,1431
558-0.jpg,40
793-0.jpg,1219
329-0.jpg,572
667-0.jpg,304
800-0.jpg,1002
492-0.jpg,495
845-0.jpg,253
49-0.jpg,0
414-0.jpg,1480
215-0.jpg,1671
537-0.jpg,1
401-0.jpg,1498
269-0.jpg,579
309-0.jpg,58
6-0.jpg,840
757-0.jpg,1373
839-0.jpg,354
70-0.jpg,0
818-0.jpg,754
202-0.jpg,1670
167-0.jpg,1668
924-0.jpg,1493
235-0.jpg,1215
223-0.jpg,1587
266-0.jpg,582
576-0.jpg,373
446-0.jpg,1370
459-0.jpg,1131
763-0.jpg,1387
933-0.jpg,1640
632-0.jpg,829
197-0.jpg,1668
335-0.jpg,718
579-0.jpg,492
919-0.jpg,1372
527-0.jpg,21
345-0.jpg,909
804-0.jpg,913
764-0.jpg,1387
841-0.jpg,308
154-0.jpg,1422
346-0.jpg,909
298-0.jpg,82
515-0.jpg,139
361-0.jpg,1240
736-0.jpg,930
827-0.jpg,587
601-0.jpg,1017
616-0.jpg,1367
282-0.jpg,366
724-0.jpg,669
517-0.jpg,111
552-0.jpg,16
870-0.jpg,131
