left_eye_img,x_coord
802-0.jpg,365
36-0.jpg,0
490-0.jpg,1216
522-0.jpg,403
847-0.jpg,1193
729-0.jpg,1112
89-0.jpg,1498
791-0.jpg,501
340-0.jpg,499
305-0.jpg,923
281-0.jpg,604
349-0.jpg,725
428-0.jpg,400
218-0.jpg,964
535-0.jpg,1407
570-0.jpg,1595
603-0.jpg,858
119-0.jpg,1585
38-0.jpg,2
634-0.jpg,901
849-0.jpg,1363
671-0.jpg,1662
130-0.jpg,1409
538-0.jpg,1145
361-0.jpg,524
805-0.jpg,363
124-0.jpg,1389
161-0.jpg,1052
2-0.jpg,1358
549-0.jpg,110
33-0.jpg,0
76-0.jpg,929
609-0.jpg,222
100-0.jpg,1669
814-0.jpg,259
225-0.jpg,1169
260-0.jpg,785
282-0.jpg,650
508-0.jpg,150
338-0.jpg,474
850-0.jpg,1464
828-0.jpg,150
450-0.jpg,257
670-0.jpg,1659
415-0.jpg,98
59-0.jpg,229
751-0.jpg,830
380-0.jpg,265
714-0.jpg,1175
569-0.jpg,1437
526-0.jpg,818
332-0.jpg,371
188-0.jpg,1350
64-0.jpg,440
201-0.jpg,982
556-0.jpg,469
695-0.jpg,1316
244-0.jpg,1118
17-0.jpg,693
668-0.jpg,1660
52-0.jpg,7
618-0.jpg,905
141-0.jpg,1475
644-0.jpg,44
145-0.jpg,1363
594-0.jpg,1393
775-0.jpg,613
730-0.jpg,1017
489-0.jpg,1260
537-0.jpg,1229
65-0.jpg,456
418-0.jpg,191
815-0.jpg,265
474-0.jpg,909
459-0.jpg,82
431-0.jpg,294
359-0.jpg,577
788-0.jpg,510
348-0.jpg,723
171-0.jpg,1399
9-0.jpg,1139
470-0.jpg,574
335-0.jpg,412
477-0.jpg,1225
449-0.jpg,237
364-0.jpg,419
321-0.jpg,556
822-0.jpg,171
475-0.jpg,989
513-0.jpg,587
399-0.jpg,320
578-0.jpg,795
748-0.jpg,847
826-0.jpg,159
140-0.jpg,1515
610-0.jpg,99
153-0.jpg,1161
655-0.jpg,756
284-0.jpg,706
704-0.jpg,1202
178-0.jpg,1624
636-0.jpg,687
511-0.jpg,445
185-0.jpg,1466
554-0.jpg,615
807-0.jpg,283
482-0.jpg,1637
279-0.jpg,560
92-0.jpg,1650
824-0.jpg,162
572-0.jpg,1432
44-0.jpg,0
691-0.jpg,1316
134-0.jpg,1578
331-0.jpg,341
366-0.jpg,371
13-0.jpg,880
323-0.jpg,524
83-0.jpg,1221
412-0.jpg,44
224-0.jpg,1133
796-0.jpg,386
120-0.jpg,1529
90-0.jpg,1545
187-0.jpg,1401
202-0.jpg,940
483-0.jpg,1554
737-0.jpg,979
311-0.jpg,779
612-0.jpg,77
657-0.jpg,934
286-0.jpg,758
28-0.jpg,179
263-0.jpg,692
658-0.jpg,1034
102-0.jpg,1668
147-0.jpg,1305
596-0.jpg,1635
15-0.jpg,812
50-0.jpg,1
742-0.jpg,877
718-0.jpg,1105
765-0.jpg,677
226-0.jpg,1192
203-0.jpg,931
604-0.jpg,709
697-0.jpg,1314
246-0.jpg,1074
649-0.jpg,248
110-0.jpg,1666
443-0.jpg,42
300-0.jpg,1110
476-0.jpg,1048
433-0.jpg,208
593-0.jpg,1265
845-0.jpg,998
504-0.jpg,230
819-0.jpg,253
777-0.jpg,606
732-0.jpg,993
357-0.jpg,621
227-0.jpg,1220
